# 데이터 출처: 환경부 무공해차 통합누리집(ev.or.kr)
시도,지역구분,차종구분,공고파일,접수방법,민간공고대수_전체,민간공고대수_우선순위,민간공고대수_법인기관,민간공고대수_택시,민간공고대수_일반,접수대수_전체,접수대수_우선순위,접수대수_법인기관,접수대수_택시,접수대수_일반,출고대수_전체,출고대수_우선순위,출고대수_법인기관,출고대수_택시,출고대수_일반,출고잔여대수_전체,출고잔여대수_우선순위,출고잔여대수_법인기관,출고잔여대수_택시,출고잔여대수_일반,비고
충남,천안시,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,856,85,0,42,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"★전환지원금 본공고2로 확인하여 주시기 바랍니다.(26.2.13.) 1) 접수기간 - (승용) 2026. 2. 25.(수) 10:00 ~ 2026. 7. 31.(금) [단, 예산 소진 시 마감] - (화물) 2026. 3. 5.(목) 10:00 ~ 2026. 7. 31.(금) [단, 예산 소진 시 마감] - (승합) 2026. 3. 11.(수) 10:00 ~ 2026. 7. 31.(금) [단, 예산 소진 시 마감] 2) 보급대수 - (승용) 856대(일반 729대, 우선지원 85대, 택시 42대) - (화물) 300대(일반 255대, 우선지원 30, 택배 15대) - (승합) 4대(일반 3대, 어린이통학용 1대)"
충남,공주시,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,130,13,0,7,110,180,45,5,10,120,15,4,0,1,10,115,9,0,6,100,"사업명 : 2026년도 공주시 상반기 전기자동차 보급사업 공고 접수기간 : (승용) 2026. 2. 11.(수) 09:00 ~ 6.26.(금) 18:00 (화물) 2026. 2. 23.(월) 09:00 ~ 6.26.(금) 18:00 접수는 평일 09:00~18:00가능(주말, 공휴일 제외), 예산 소진 시 조기마감 될 수 있음 무공해차 통합누리집에 등록되어 있는 차량대수와 실제 지원대수는 상이할 수 있으니, 유선상으로 잔여대수 확인 바람"
충남,보령시,전기승용,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,70,7,0,3,60,123,7,0,3,113,67,7,0,1,59,3,0,0,2,1,"★사업포기 시 공고파일 첨부3 서식에 따라 포기서 제출해 주시기 바랍니다. ★ 전기 화물 마감안내(신청번호 55번 이후 순번은 대기 물량으로 전환, 취소분 발생 시 순차 연락 예정입니다.) <2026년 상반기 전기자동차(승용·화물) 보급사업> - 접수기간 ※ 예산소진시 조기마감 [승용] '26. 2. 3.(화) ~ 6. 5.(금) 09:00~18:00 [화물] '26. 2. 9.(월) ~ 6. 5.(금) 09:00~18:00 - 보급대수: 승용 70대(일반 59, 우선 7, 택시 4), 화물 50대(일반 42, 우선 5, 택배 3) - 선정기준: 출고·등록순( *자격부여는 신청접수순으로 예산범위 초과하여 선정하며 대상자 선정된것 아님) ※ 기타 자세한 문의사항은 공고문을 참조하시기 바라며, 자격부여, 대상자 선정 요청, 금액확인을 위한 전화문의 자제바랍니다."
충남,아산시,전기승용,본공고 1 본공고 2 본공고 3,*일반: 접수순 *우선: 접수순,592,59,0,29,504,638,60,14,21,543,233,40,5,6,182,359,19,0,23,322,"<2026년 아산시 상반기 전기자동차(승용, 화물) 보급사업> 1. 접수시작일 : [승용] ’26. 2. 05.(목) 10:00 ~ 2. 신청대상 : 만 18세 이상 아산시민, 법인, 단체 등(신청일 접수일 기준 90일 이전 거주) 3. 보급대수: 승용 592 * 우선순위, 택시 물량 포함 ※ 차종별 보조금 차등지원 및 구매수요에 따라 보급물량은 별도 공고 없이 조정될 수 있음."
충남,서산시,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,337,48,0,24,265,333,117,8,3,205,0,0,0,0,0,337,48,0,24,265,"2026년 서산시 상반기 전기자동차(승용, 화물) 민간보급사업 1. 접수기간: 승용차 2.20.(금) 10:00~ , 화물차 2.25.(수) 10:00~ 2. 보급대수 ※예산 소진 시 조기 마감 - 승용: 337대(일반물량 265대, 우선배정물량 72대) - 화물: 106대(일반물량 83대, 우선배정물량 23대) ※ 시스템 지원시 신청내용, 제작수입사 정보 등 빠짐없이 정확히 입력, 미비시 보완요청함. ※ 내연차전환지원금 지원신청 시 차량번호 등 정확히 기재(소유기간 종료일 제외) ※ 신청접수당일은 서류검토만 진행하며, 익일(주말제외)부터 순번에 따라 자격부여, 보완요청함."
충남,논산시,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,149,15,0,0,134,188,60,8,2,118,3,1,0,0,2,146,14,0,0,132,"※ 승용 마감되었습니다 ※ <2026년 상반기 전기자동차(승용·화물) 보급사업> - 접수기간 ※ 예산소진시 조기마감 [승용] '26. 2. 12.(목) ~ 6. 19.(금) 09:00~18:00 [화물] '26. 2. 23.(월) ~ 6. 19.(금) 09:00~18:00 - 보급대수: 승용 150대(일반 135, 우선 15), 화물 80대(일반 72, 우선 8) - 선정기준: 출고·등록순(지원가능확인요청 순) ※ 전화문의가 많아 오히려 업무처리가 지연될 수 있습니다. ※ ※※ 단순 문의는 공고문 우선 확인 요청드립니다 .※※ ★주의사항★ - 공동명의자로 등록 시 공동명의자 모두 지원 자격을 충족해야 하며, 동일 세대 거주 가족일 경우에만 가능합니다. - 전환지원금은 개인만 신청가능(개인사업자·법인 지급 불가)하며, 기존 차량은 지급 신청 전까지 폐차 또는 판매 완료해야 합니다. - 경유화물차 보유한 전기화물차 구매자가 폐차 요건을 미이행 한 경우 성능보조금을 차감한 후 전환지원금을 계산 - 생애최초 구입 신청 시 지방세 세목별 과세증명서 제출 요청(취득세[차량], 등록세[차량], 자동차세 / 지역: 전국 / 과세연도: 현재까지) - 전기화물차 구매자 중 보유 중인 경유 화물차를 모두 폐차한 경우에 한해 성능보조금을 차감하지 않습니다. - 구매지원신청 접수 당시 신청하지 않은 추가지원금에 대해서는 사후 지급 불가합니다. - 자동차등록증 또는 자동차등록원부 내 최초등록 사용본거지가 ‘논산시’가 아닌 경우 보조금 미지급 - 서류 미비 사항으로 인한 책임은 신청자에게 있습니다.(보완사항은 보완 완료 시간으로 접수된것으로 간주)"
충남,계룡시,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,130,13,0,13,104,140,13,2,0,125,39,6,0,0,33,91,7,0,13,71,"1. 사 업 명 : 2026년도 상반기 계룡시 전기자동차 민간보급사업 2. 보급대수 : 전기승용 약130대, 전기화물 약15대, 전기승합 1대 3. 신청기간 : 2026. 2. 9.(월) 10:00 ~ 2026. 6. 30.(화) ※ 예산소진 시 조기마감 4. 선정방법 : 출고등록순 (지원가능 확인 요청순)"
충남,당진시,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,300,30,0,15,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/24일 9:00 접수
충남,금산군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,100,10,0,10,80,99,21,4,1,73,18,4,0,0,14,82,6,0,10,66,26.02.10. 공고 수정 확인부탁드립니다.
충남,부여군,전기승용,본공고 1 본공고 3,*일반: 출고등록순 *우선: 출고등록순,150,16,0,16,118,88,18,3,3,64,30,6,1,2,21,120,10,0,14,97,"부여군 2026년 전기자동차 보급사업(1차) ○ 접수기간 : 2026. 2. 2.(월) 09:00 ~ 6. 30.(화) ※ 예산 소진 시 조기 마감 ○ 신청대상 : 구매신청서 접수일 기준 3개월 이전부터 연속하여 부여군에 주소를 둔 만 18세 이상 군민 및 법인ㆍ기업(1사업장 1대) ○ 보급대수 : 승용 160대(일반 128대, 우선 16대, 택시 16대)-공공기관 포함 ※ 보급 대수는 차종별 단가 등의 여건에 따라 변동될 수 있으며 상반기 종료 후 하반기 잔여물량 공고 예정(3/4분기부터 우선지원, 택시, 택배 물량을 일반 물량과 통합 집행)"
충남,서천군,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,66,6,0,6,54,59,19,2,0,38,16,5,0,0,11,50,1,0,6,43,"* 상반기 보급대수: 승용 66대, 화물 40대, 승합 2대(우선순위 물량 공고 확인) * 접수기간: 2026. 2. 9.(월) 10:00~2026. 6. 30.(화) ※ 상반기 공고 물량 소진시 조기 마감 가능 * 신청방법: 무공해차 통합누리집 * 대상자 선정기준: 출고 및 등록순 * 지원대상: 구매신청서 접수일 기준 연속하여 3개월 이상 거주하거나 사업자 등록을 한 자"
충남,청양군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,91,0,0,0,91,44,10,1,0,33,11,2,0,0,9,80,0,0,0,82,
충남,홍성군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,200,40,0,10,150,242,84,8,4,146,0,0,0,0,0,200,40,0,10,150,"접수기간 : 2026. 2. 20.(금) 09:00 ~ 6. 26.(금) 18:00(예산소진시 조기 마감) 신청대수 : 전기승용 200대 체납내역있을 시, 자격부여 안함. 체납내역 확인 후, 납부 완료하여주시기 바랍니다."
충남,예산군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,120,12,0,6,102,150,34,6,4,106,0,0,0,0,0,120,12,0,6,102,"<2026년 상반기 전기자동차 보급사업 안내> 1. 신청기간 : 2026. 2. 23.(월) 09:00 ~ ※예산 소진 시 조기 마감 2. 보급대수 : 177대(승용 120대, 화물 54대, 승합 3대) ※ 차종별 구매보조금 차등지원 등으로 인하여 보급대수는 조정될 수 있음 3. 대상자선정기준 : 차량 출고 등록순(자격부여는 대상자 확정이 아님) 4. 기타 자세한 사항은 공고문 참조 *신청 당일 신청 건은 사전검토 후 익일 09:00부터 ‘자격부여’처리"
충남,태안군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,210,10,0,10,190,57,14,0,0,43,0,0,0,0,0,210,10,0,10,190,"1. 접수기간 : 2026. 2. 19.(목) ~ 6. 30.(화) 9:00 ~18:00 ※ 예산소진 시 조기마감 2. 보급대수 : 총 282대(승용 210, 화물 70, 승합2) - 승용 : 210대(일반 190, 우선순위 10, 택시 10) - 화물 : 70대(일반 62, 우선순위 4, 택배 4) - 승합 : 2대 3. 유의사항 - 보급대수는 국비 보조금 지원대수 기준이며, 차종별 보조금 차등지원 및 추가지원금으로 인해 보급대수는 조정될 수 있음 - 대상자 선정은 출고·등록순(지원가능 확인 요청순) - 공동명의자는 같은 세대 거주 가족 한정이며, 모두 지원자격 충족해야 함 - 차량 출고 후 등록 시 보험료 등 사유로 공동명의로 변경할 경우 보조금 지급 불가 - 우선순위 마감시 일반 지원 가능(예 : 소상공인) - 전환지원금은 개인만 신청가능(개인사업자 및 법인 지급 불가) - 전기화물차 구매자 중 보유중인 경유화물차 모두 폐차해야 성능보조금 차감 없음 ※ 보조금 확인은 공고문 및 무공해차 누리집(구매보조금 지급현황→지자체 차종별 보조금→태안군 조회) 확인"
전북,전주시,전기승용,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,640,64,0,32,544,561,127,6,38,390,0,0,0,0,0,640,64,0,32,544,"1. 상반기 보급물량 1) 전기승용 : 총 640대(일반 544, 우선순위 64, 택시 32) 2) 전기화물 : 총 120대(일반 102, 우선순위 12, 택배 6) 3) 전기승합 : 총 4대(일반 3, 어린이통학용 1) ※ 차종별 보조금 차등 지원 및 추가 지원 여부에 따라 보급물량은 변동될 수 있음 ※ 미집행된 일반물량 외 보급잔여물량은 3/4분기부터 일반물량과 통합하여 진행 ※ 신청자격 및 신청절차 등 자세한 사항은 공고문 참조 2. 전기승용/화물/승합 보조금 신청기간(상반기) 1) 전체기간 : '26. 2. 23. (월) 09:00 ~ '26. 6. 30. (화) 18:00 2) 자격 부여 기간 : '26. 2. 23. (월) 09:00 ~ '26. 2. 27. (금) 18:00 3) 지원 가능 여부 확인 요청(승용) : '26. 3. 3. (화) 09:00 ~ 4) 지원 가능 여부 확인 요청(화물/승합) : '26. 3. 4. (수) 09:00 ~ ※ '26. 2. 23. (월) ~ '26. 2. 27. (금) 구매 지원신청서 접수자 중 지원 가능 여부 확인 요청일을 준수하지 않은 경우, 해당 요청은 자격 부여 단계로 조정 처리됨 ※ 시스템의 출고잔여대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인 바랍니다"
전북,군산시,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,380,38,2,20,320,403,112,10,20,261,0,0,0,0,0,380,38,2,20,320,"<2026년 군산시 전기자동차 민간보급사업 승용전기차 상반기 공고 ○승용 : 380대 신청접수 : '26. 2. 11. -지원가능확인 요청 : '26. 2. 20. 09:00 -------------------------------------------------------------- ※ 자세한 사항은 공고문을 확인하시기 바랍니다.(보조사업 준수사항, 의무운행기간 확인바람) ※ 향후 대상자 선정 후 지급신청 시 원본서류 별도 제출 바람 - 우편주소 : 전북특별자치도 군산시 시청로 17, 군산시청 기후환경과 전기차 담당자 앞 ※ 자격부여 및 대상자 선정 후 별도 문자안내 없음 ※ 대상자 선정 후 10일내 출고증빙서류(전자세금계산서) 미첨부시 별도 통보없이 대상자선정 취소처리함"
전북,익산시,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,200,10,0,10,180,413,86,2,40,285,0,0,0,0,0,200,10,0,10,180,"<2026년 익산시 전기자동차 민간보급 사업 공고(1차)> □ 신청기간: 2026. 02. 13. ~ 2026. 06. 30. (예산소진시 조기마감) ※ 승용 지원가능 : 2026. 02. 23. 09:00 / 화물 지원가능 : 2026. 02. 24. 09:00 □ 보급대수: 총 266대(승용 200대, 화물 60대, 승합 6대) ※ 보급여건, 예산증감에 따라 변동 가능 □ 선정방법: 출고등록순 □ 지원한도: 1인 1대, 법인 1대 □ 신청자격: (공통)신청 접수일 기준 연속 3개월 이상 익산시에 주소를 둔 자 □ 보급차량: 환경부 무공해차 통합누리집(ev.or.kr.)에서 열람 ----------------------------------------------------------------------------------------------- ★ 자세한 사항은 공고문 확인 ★ 원본서류 : 전북 익산시 인북로32길 1 익산시청 7층 환경정책과 제출(미제출 시 보조금 미지급) ★ 자격부여 및 대상자 선정 후 문자통보 없음, 시스템 직접 확인 요망 ★ 우선 처리 요청 전화 자제, 신청순서에 따라 공정하게 서류 심사(서류 접수 후 1~2일 소요)"
전북,정읍시,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,139,14,0,7,118,129,41,5,2,81,0,0,0,0,0,139,14,0,7,118,"<2026년 정읍시 전기자동차 보급사업> ○ 신청기간 : (상반기) 2026. 2. 12.(목) ~ 2026. 6. 30.(화) *예산 소진 시 마감 ★ 지원가능 확인요청 : 2026. 2. 20. 09:00 이후 ★ ○ 보급대수 : 223대(승용 140대, 화물 83대) ※ 보급대수는 여건 및 예산 범위 내에서 변동될 수 있음 ※ 우선순위, 택시, 택배 잔여 물량은 하반기부터 일반물량 통합 진행 ※ 상반기 잔여분 발생 시 이후 물량에 합산 진행 ○ 지원대수 : 1대(개인, 개인사업자, 법인 등) ○ 선정방법 : 출고·등록순 ○ 지원대상 : 신청일 기준 연속으로 3개월(90일)이상 정읍시에 주소지를 두고 있는 만 18세 이상 정읍시민 ** 전북특별자치도 및 정읍시 보조금을 지급받은 전기자동차 구매자는 의무운행기간을 전북특별자치도 내에서 준수하여야 함 - 전북특별자치도 내에서 의무운행기간 미준수(타시도 판매) 시에는 환수율에 따라 지방비(도·시비) 보조금을 환수함 - 전기화물차를 구매한 자가 해당 차량을 2만km이상 운행하지 아니하고 최초 등록한 날부터 2년 이내에 판매하는 경우, 지급된 보조금(국비+지방비)의 일부를 회수함. ** 신청서 처리기한 7일 이내 (당일 불가) ** 서류 업로드 시 하나의 파일(PDF)로 통합하여 업로드 제출. ** 지급 신청한 후 지원신청 서류 및 지급신청 서류 원본제출. (우편주소 : 전북특별자치도 정읍시 충정로 237, 거안빌딩 2층 자원순환과 전기차 담당자 앞) ★ 시스템의 출고잔여 대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인바랍니다 ★"
전북,남원시,전기승용,본공고 1 본공고 2,*일반: 접수순 *우선: 접수순,120,12,0,6,102,122,24,1,5,92,24,7,0,0,17,96,5,0,6,85,"*********우선순위 마감에 따른 일반으로 신청접수************ ※시스템의 출고잔여대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인 바랍니다 <2026년 남원시 상반기 전기자동차 보급사업> ○ 신청기간 : 2026. 2. 9.(월) ~2026. 6. 30.(화) *예산 소진시 마감 ○ 보급대수 : 201대(승용 120대, 화물 78대, 승합 3대) **여건 및 예산 범위 내에서 변동 ○ 선정방법 : 접수+차량출고 등록순 ○ 지원대수 : 승용 화물 승합 1대(개인, 법인, 사업자, 단체 등) **전북특별자치도 및 남원시 보조금을 지급 받은 전기자동차 구매자는 의무운행기간을 전북특별자치도 내에서 준수하여야 함 - 의무운행기간 미준수(타시도 판매)싱는 환수율에 따라 보조금(도·시비)을 환수함 - 전기화물차를 구매한 자가 해당 차량을 2만km이상 운행하지 아니하고 최초 등록한 날로부터 2년 이내에 판매하는 경우 보조금 수령자로부터 지급된 보조금의 30%를 회수 **서류 업로드 시 하나의 파일(PDF)로 통합하여 업로드 제출 **지급 신청한 후 지원신청서류 및 지급신청 서류 원본 제출 (우편주소 : 전북특별자치도 남원시 시청로 60, 환경과 전기차 담당자 앞) ※시스템의 출고잔여대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인 바랍니다 ****생애 첫차 구입 및 다자녀 혜택 : 붙임 2참고**** 한국환경공단: 법인(전기승용 및 전기화물) 2대 이상 구매 시(☎1661-0970)"
전북,김제시,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,178,18,0,9,151,107,24,3,1,79,0,0,0,0,0,178,18,0,9,151,- 상반기 신청기간 : 2025.2.20.(금) 10:00 ~ 2025.6.30.(화) 18:00 [예산소진시 조기마감] - 상반기 보급대수 : 승용 178대/ 화물 119대 ※ 기타 자세한 사항은 공고문 참고
전북,완주군,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,160,16,0,8,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<2026년 전기자동차 보급사업 공고(상반기)> 1. 신청기간 - 승용 : 2026. 2. 24.(화) ~ 6. 30.(화) 예산 소진시 조기마감 - 화물 : 2026. 3. 3.(화) ~ 6. 30.(화) 예산 소진시 조기마감 2. 보급대수: 승용 160대, 화물 50대 ※ 차종별 보조금은 상이하며, 지원금액 및 예산 집행 상황에 따라 보급물량은 조정될 수 있음. 3. 선정방법: 출고등록순 ★ 자세한 사항은 공고문 참고 ★ 전환지원금은 개인(개인사업자 불가)만 신청가능하며 판매 및 폐차관련서류는 보조금 지급신청전까지 제출(대리점에서는 전환지원금 Y로 체크) ★ 빠른 처리를 위한 단순 접수알림, 처리 독촉 전화 자제 요망"
전북,진안군,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,60,0,0,2,58,61,10,1,0,50,0,0,0,0,0,60,0,0,2,58,
전북,무주군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,31,4,0,2,25,22,3,0,1,18,0,0,0,0,0,31,4,0,2,25,
전북,장수군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,44,3,0,2,39,24,3,1,0,20,0,0,0,0,0,44,3,0,2,39,
전북,순창군,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,60,6,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
전북,고창군,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,57,10,0,5,42,30,10,0,0,20,0,0,0,0,0,57,10,0,5,42,"★★★고창군 상반기 전기자동차 보급사업★★★ □ 공고개요 1. 신청기간 - 상반기 : 2026 2. 20.(금) 10:00 ~ 6. 30.(화) 18:00 (예산 소진 시 조기마감) - 하반기(예정): 2026. 7. 1.(수) ~ 11. 30.(금) (예산 소진 시 조기마감) 2. 보급대수 : 162대(승용 95, 화물 67) ※ 상반기 : 97대(승용 57, 화물 40) ※ 보급물량 상세내용은 공고문 참조 3. 지원차종 : 환경부 무공해차 통합누리집(www.ev.or.kr) 참조 ※ 공고일 이후 환경부 보조금 지원대상으로 선정된 차량은 추가공고 없이 보조금 지원대상 포함 4. 지원금액 : 차종에 따라 차등지원 5. 신청방법 : 신청자 ⇒ 제조·수입사(대리점) ⇒ 환경위생과 제출 (무공해차 구매보조금 지원시스템)"
전북,부안군,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,76,8,0,8,60,49,11,0,0,38,0,0,0,0,0,76,8,0,8,60,"<< 부안군 상반기 전기차 보조금 지급신청 안내>> ◎ 상반기 신청 기간 : 2026.2.23.(월) 9:00 ~ 2026.6.26.(금) 18:00 [예산소진 시 조기마감] ◎ 상반기 보급대수 : 승용 76대 화물 41대 ◎ 지원대상 : 부안군에 연속하여 60일 이상 주소를 둔 만18세 이상의 군민 ◎ 선정방법 : 출고 및 등록순 ---------------------------------------------------------------------------- ※ 차종별 보조금 차등 지원에 따른 보급대수 예산범위내 변동가능 ※ 전환지원금을 위한 폐차 및 판매 증빙서류는 보조금 지급신청 전까지 제출 - [신청 시 전환지원금 Y체크] 추후 별도 신청 및 지급 불가 ※ 누락 서류 및 오기입된 서류가 없는지 확인 바랍니다. ※ 자세한 사항은 공고문 참조 ※시스템의 출고 잔여대수는 실제 잔여대수와 다를수 있으므로 담당자에게 확인바랍니다. ---------------------------------------------------------------------------- ★ 단순 접수 알림 및 독촉전화 자제 부탁드리고 당일신청 당일 출고 지양바랍니다. ★ 지급신청 후 지원서류 및 지급신청 서류 원본제출 [우편주소: 전북특별자치도 부안군 부안읍 당산로 91, 부안군청 환경과 전기차 담당자 앞]"
전남,목포시,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,96,4,0,2,90,133,17,7,2,107,3,0,0,1,2,93,4,0,1,88,2026년 전기자동차(승용) 보급사업 공고 안내 ○ 신청기간 : 2026 2. 9. ~ 6. 30. (평일 9 ~18시) ☆★○ 지원가능 확인요청 : 2026. 2. 12. ~ 6. 30. (평일 9 ~18시) ○ 보급대수 : 96대 ○ 선정방법 : 지원가능 확인요청 순(출고등록순) ※ 보급대수는 차량별 보조금 차등지원에 따라 예산범위 내에서 변동될 수 있음
전남,여수시,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,400,40,0,20,340,377,107,1,46,223,177,50,0,28,99,223,0,0,0,241,"<2026년 상반기 전기자동차 보급사업 시행> ★ 구매계약일 2026. 1. 2. 이후 건만 인정 - 접수기간: 2026. 2. 4.(수) 10:00 ~ 예산소진시까지 - 보급대수 : 상반기 승용 400대, 화물 90대 * 차종별 차등지원에 따라 변동될 수있음 - 지원대상: 신청일 기준 3개월간 연속하여 여수시에 주소를 둔 개인, 법인 등 * 대상자 선정은 자동차 출고 등록 순(보조금 지원가능 요청순) * 지원신청서의 빠른 승인을 위해 독촉 전화문의는 자제 부탁드립니다. * 자세한 사항은 공고문 참고하여 주시기 바랍니다. ★(성능보조금)경유화물차 보유 여부 확인 시점은 보조금 지급신청일 기준입니다. - 국비 기준금액에서 성능보조금 50만원 차감 될 경우, → 국비: 기본국비 - 50만원 → 지방비: (기본국비 - 50만원) x 40% → 소상공인: (기본국비 - 50만원) x 30% * 그 외 추가금도 동일한 방식으로 계산 ★(전환지원금)지급 신청전 까지 처리후 서류 첨부하시면 됩니다. - 전환지원금은 ""개인만"" 가능합니다. (개인사업자, 법인 불가) - 전기차 구매 대표자가 보유했던 차량에 대해 대표자 또는 공동명의자 여부 무관하게 지원 가능합니다. ★차종별 보조금액, 전환지원금 본공고2 첨부파일 참고(26.1.30. 기준)"
전남,순천시,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: 출고등록순,500,50,0,25,425,477,156,6,36,279,31,9,0,8,14,469,41,0,17,411,"1. 신청기간 : 2026. 2. 9.(월) 09:00 ~ 예산 소진 시 까지 2. 보급대수 : 전기차 530대 (보급 여건 등에 따라 변동될 수 있음) 가. 승용 : 500대(추가지원금 제외 대당 최대 1,101만원 지원) 나. 화물 : 30대(추가지원금 제외 대당 최대 2,030만원 지원) 3. 보급기준 : 개인 1대, 기업·법인·기관 당 1대 4. 선정기준 : 차량 출고·등록순(보조금 지원가능 확인 요청일 순) 5. 지원차량 : 무공해차 통합누리집(ev.or.kr)에서 확인 가능 ※ 향후 무공해차 통합누리집에 조회되는 차량은 변경 공고 없이 보조금 지원대상에 포함 6. 기타 자세한 사항은 순천시 공고 제2026-349호 참고"
전남,나주시,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,150,15,0,8,127,155,40,5,5,105,0,0,0,0,0,150,15,0,8,127,"<2026년 상반기 전기자동차 보급사업 시행> - 접수기간: 2026. 2. 23.(월) 9:00 ~ 예산소진시까지 - 보급대수 : 상반기 승용 150대, 화물 50대 * 차종별 차등지원에 따라 변동될 수 있음 - 지원대상: 신청일 기준 3개월 간 연속하여 나주시에 주소를 둔 개인, 법인 등 * 대상자 선정은 자동차 출고 등록 순(보조금 지원가능 요청순) * 지원신청서의 빠른 승인을 위해 독촉 전화 문의는 자제 부탁드립니다. * 자세한 사항은 공고문 참고하여 주시기 바랍니다. * (전환지원금) 지급 신청 전까지 처리 후 서류 첨부하시면 됩니다. - 전환지원금은 ""개인만""가능합니다. (개인사업자, 법인 불가) - 전기차 구매 대표자가 보유했던 차량에 대해서만 지원 가능합니다."
전남,광양시,전기승용,본공고 1 본공고 2,*일반: 출고등록순 *우선: -,300,0,0,0,300,246,40,4,5,197,80,9,1,1,69,220,0,0,0,231,
전남,담양군,전기승용,본공고 1,*일반: 출고등록순 *우선: 출고등록순,40,4,0,2,34,79,21,2,0,56,25,10,0,0,15,15,0,0,2,19,■ 2026년 담양군 상반기 전기자동차 지원사업 ■ ★전기자동차(승용) 마감되었습니다★ ※ 지원가능확인 요청 전산시간순대로 대기번호 부여
전남,곡성군,전기승용,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,70,0,0,0,70,65,19,2,0,44,49,14,2,0,33,21,0,0,0,37,"○ 사 업 량 : 116대(승용 72, 화물 43, 승합 1) ○ 지원금액 : 차량별 상이, 무공해차 통합누리집 참고(www.ev.or.kr) ○ 선정기준 : 차량 출고등록순 ○ 지원방법 - 각 자동차 제조사 지점 또는 대리점 전기차 구매 계약 - 자동차 판매자 : 무공해차 구매보조금 지원시스템에서 신청 ○ 주요사항 - 보조금을 지급받은 전기차 구매자는 「대기환경보전법」 시행규칙 제79조의4제1항에 따른 의무운행기간 준수 - 전기화물은 2만km 이상 운행하지 아니하거나 최초 등록한 날부터 2년 이내에 판매하는 경우 지급된 보조금의 30% 환수 - 최초등록 사용본거지가 '곡성군'이 아닌경우 보조금 지급 불가 ※ 자세한 사항은 붙임의 공고문을 반드시 확인하여 주시기 바랍니다."
전남,구례군,전기승용,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,54,6,0,3,45,21,3,0,0,18,2,0,0,0,2,52,6,0,3,43,
전남,고흥군,전기승용,본공고 1 본공고 2 본공고 3,*일반: 출고등록순 *우선: 출고등록순,159,7,0,3,149,52,7,2,0,43,23,2,2,0,19,136,5,0,3,130,"신청기간: 2026. 2. 3. ~ 예산 소진 시까지 사업예산: 국비 210,000천원/도비 105,000천원/군비 420,000천원 보급대수: 70대 지원자격 - 고흥군에 3개월 이상 거주한 만 18세 이상의 운전면허를 소지한 사람"
